price;city;region;district;metro;address;area;floor;max_floor;rooms;url
16 864 106 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;Товарищеский проспект, 38Б;58,1;10;22;2;https://spb.cian.ru/sale/flat/325800500/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 912 700 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;бульвар Измайловский, 1к2;20,2;9;10;Студия;https://spb.cian.ru/sale/flat/319262137/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 400 000 ₽;Санкт-Петербург;р-н Василеостровский;№ 7;м. Горный институт;20-я Васильевского острова линия, 3;75,8;1;5;3;https://spb.cian.ru/sale/flat/322977979/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 444 012 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Невская Губа тер., 4 уч;33,9;3;17;1;https://spb.cian.ru/sale/flat/327202219/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
138 000 000 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Чернышевская;Тверская улица, 1;270;8;9;6;https://spb.cian.ru/sale/flat/292532632/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 000 000 ₽;Санкт-Петербург;р-н Кировский;Княжево;м. Ленинский проспект;проспект Народного ополчения, 10;71,9;22;26;2;https://spb.cian.ru/sale/flat/325238553/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
36 159 856 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Ляминский переулок, 12;86,74;2;3;2;https://spb.cian.ru/sale/flat/304160150/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
86 104 869 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Крестовский остров;Петровский проспект, 11к3;205,6;1;7;4;https://spb.cian.ru/sale/flat/322371854/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 600 000 ₽;Санкт-Петербург;р-н Приморский;Юнтолово;м. Комендантский проспект;улица Плесецкая, 6;47,6;7;12;1;https://spb.cian.ru/sale/flat/323761735/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
37 364 895 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;проспект Бакунина, 33;72,9;3;9;2;https://spb.cian.ru/sale/flat/325317079/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 782 450 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;бульвар Измайловский, 1к2;20,2;9;10;Студия;https://spb.cian.ru/sale/flat/319260822/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
13 299 000 ₽;Санкт-Петербург;р-н Приморский;Комендантский аэродром;м. Пионерская;проспект Испытателей, 20;65;1;10;3;https://spb.cian.ru/sale/flat/326237209/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
54 241 667 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Ляминский переулок, 12;126,66;2;3;3;https://spb.cian.ru/sale/flat/315249403/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
80 000 000 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Крестовский остров;Петровский проспект, 11к2;136,9;9;9;3;https://spb.cian.ru/sale/flat/321666202/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
297 260 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;улица Эсперова, 8;148,63;6;6;1;https://spb.cian.ru/sale/flat/323946402/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 338 907 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Купчино;Пулково Лэйк ЖК;21,8;2;4;Студия;https://spb.cian.ru/sale/flat/326046560/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 250 000 ₽;Санкт-Петербург;р-н Невский;Рыбацкое;м. Рыбацкое;Усть-Славянка тер., проспект Советский, 34к2;24,7;3;25;Студия;https://spb.cian.ru/sale/flat/325767190/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 450 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Екатерингофский;м. Балтийская;улица Шкапина, 15;27,7;4;9;Студия;https://spb.cian.ru/sale/flat/325747904/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 827 795 ₽;Санкт-Петербург;р-н Невский;Народный;м. Ломоносовская;Октябрьская набережная ЖК;21,2;5;25;Студия;https://spb.cian.ru/sale/flat/326206015/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
11 400 000 ₽;Санкт-Петербург;р-н Приморский;№ 65;м. Комендантский проспект;Яхтенная улица, 34;32,4;7;25;1;https://spb.cian.ru/sale/flat/327111524/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 000 000 ₽;Санкт-Петербург;р-н Выборгский;Шувалово-Озерки;м. Проспект Просвещения;Выборгское шоссе, 15;46;7;22;1;https://spb.cian.ru/sale/flat/327072299/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 276 270 ₽;Санкт-Петербург;р-н Приморский;Лахта-Ольгино;м. Беговая;улица Ивинская, 1к4;36,23;18;23;1;https://spb.cian.ru/sale/flat/313106874/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 290 000 ₽;Санкт-Петербург;р-н Курортный;мкр. Сестрорецк;м. Беговая;улица Инструментальщиков, 18;27,2;3;5;Студия;https://spb.cian.ru/sale/flat/319823596/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 450 000 ₽;Санкт-Петербург;р-н Красносельский;Южно-Приморский;м. Юго-Западная;улица Адмирала Черокова, 18к2;24;2;20;Студия;https://spb.cian.ru/sale/flat/327132012/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 898 332 ₽;Санкт-Петербург;р-н Красносельский;Юго-Запад;м. Юго-Западная;Морская миля ЖК;34,08;6;23;1;https://spb.cian.ru/sale/flat/325021498/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 000 000 ₽;Санкт-Петербург;р-н Калининский;Финляндский;м. Выборгская;проспект Маршала Блюхера, 9к2;66;2;17;3;https://spb.cian.ru/sale/flat/326194294/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 500 000 ₽;Санкт-Петербург;р-н Приморский;№ 65;м. Комендантский проспект;Яхтенная улица, 34;32;15;25;1;https://spb.cian.ru/sale/flat/326955829/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
65 091 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Петроградская;улица Профессора Попова, 38;100,14;4;6;4;https://spb.cian.ru/sale/flat/314890145/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 190 000 ₽;Санкт-Петербург;р-н Московский;Звёздное;м. Звездная;Московское шоссе, 13ЖЗ;20,45;11;16;Студия;https://spb.cian.ru/sale/flat/323319558/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
3 700 000 ₽;Санкт-Петербург;р-н Центральный;Владимирский;м. Лиговский проспект;улица Марата, 60/7;98,2;2;4;142/1000 квартиры;https://spb.cian.ru/sale/flat/326483283/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
28 087 740 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;проспект Бакунина, 33;54,8;2;9;1;https://spb.cian.ru/sale/flat/327344358/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 200 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Проспект Просвещения;проспект Орлово-Денисовский, 20к1;24,65;11;12;Студия;https://spb.cian.ru/sale/flat/326518328/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
13 500 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;проспект Крузенштерна, 13;39,5;9;18;1;https://spb.cian.ru/sale/flat/319902176/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
24 342 184 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Территория Галерный остров, Галерная гавань ЖК;53,92;2;12;2;https://spb.cian.ru/sale/flat/325316049/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 400 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;23,53;4;11;Студия;https://spb.cian.ru/sale/flat/327168879/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 500 000 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Крестовский остров;Петровский проспект, 9к2;28,9;9;9;Студия;https://spb.cian.ru/sale/flat/322366959/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
44 858 455 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Территория Галерный остров, Галерная гавань ЖК;101,87;2;12;4;https://spb.cian.ru/sale/flat/325316213/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 400 000 ₽;Санкт-Петербург;р-н Приморский;№ 65;м. Старая Деревня;Богатырский проспект, 36к1;62,5;13;22;2;https://spb.cian.ru/sale/flat/324349371/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
11 000 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Фрунзенская;Малая Митрофаньевская улица, 5к1;25,5;12;12;Студия;https://spb.cian.ru/sale/flat/326587798/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
22 240 000 ₽;Санкт-Петербург;р-н Курортный;мкр. Сестрорецк;м. Зенит;;72,15;2;5;3;https://spb.cian.ru/sale/flat/323954913/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 200 000 ₽;Санкт-Петербург;р-н Курортный;мкр. Сестрорецк;м. Беговая;улица Инструментальщиков, 18;26,6;3;5;Студия;https://spb.cian.ru/sale/flat/324137651/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
13 791 103 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Горный институт;;25,22;2;12;Студия;https://spb.cian.ru/sale/flat/325316974/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 150 000 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;улица Крыленко, 14с3;27,6;11;15;Студия;https://spb.cian.ru/sale/flat/327231623/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 307 380 ₽;Санкт-Петербург;р-н Калининский;Финляндский;м. Лесная;Полюстрово тер., Б15 жилой квартал;77,63;8;17;3;https://spb.cian.ru/sale/flat/319859733/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
36 517 220 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Горный институт;;96,54;2;12;3;https://spb.cian.ru/sale/flat/325316586/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 300 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Купчино;улица Соколиная, 8к1;28,4;2;4;Студия;https://spb.cian.ru/sale/flat/325455994/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
48 199 999 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;улица Челюскина, 10;90,9;18;19;3;https://spb.cian.ru/sale/flat/324346816/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
30 021 138 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Территория Галерный остров, Галерная гавань ЖК;73,88;2;12;3;https://spb.cian.ru/sale/flat/327342978/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 500 000 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;16-я Васильевского острова линия, 45;66,7;1;3;3;https://spb.cian.ru/sale/flat/323354587/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 575 000 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;Московский проспект, 115В;20,2;6;10;Студия;https://spb.cian.ru/sale/flat/325565471/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
61 295 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Петроградская;набережная Реки Карповки, 31к1;94,3;2;3;2;https://spb.cian.ru/sale/flat/327344413/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 950 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Проспект Просвещения;набережная Реки Каменки, 21к1;36,5;13;25;1;https://spb.cian.ru/sale/flat/326233319/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 183 000 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;Московский проспект, 115В;30,2;6;10;1;https://spb.cian.ru/sale/flat/325565477/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
69 505 800 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;проспект Бакунина, 33;133;2;9;4;https://spb.cian.ru/sale/flat/327344360/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 200 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;проспект Крузенштерна, 13;26,7;3;6;Студия;https://spb.cian.ru/sale/flat/322933268/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 620 481 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Территория Галерный остров, Галерная гавань ЖК;36,47;2;12;1;https://spb.cian.ru/sale/flat/327342925/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 000 000 ₽;Санкт-Петербург;р-н Невский;Невская застава;м. Елизаровская;проспект Обуховской обороны, 36;26,6;7;9;Студия;https://spb.cian.ru/sale/flat/325199800/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
47 039 999 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;улица Челюскина, 10;104,3;18;19;4;https://spb.cian.ru/sale/flat/324319097/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
15 267 896 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Территория Галерный остров, Галерная гавань ЖК;30,81;2;12;Студия;https://spb.cian.ru/sale/flat/327343018/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
4 800 000 ₽;Санкт-Петербург;р-н Выборгский;Сампсониевское;м. Лесная;Большой Сампсониевский проспект, 74к2;15;2;14;Студия;https://spb.cian.ru/sale/flat/326193115/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 349 668 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;67,53;2;11;3;https://spb.cian.ru/sale/flat/325667498/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 867 000 ₽;Санкт-Петербург;р-н Красносельский;Южно-Приморский;м. Юго-Западная;Ленинский проспект, 39с2;82,32;5;24;3;https://spb.cian.ru/sale/flat/302588328/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 800 000 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;улица Коли Томчака, 21;40,5;9;12;1;https://spb.cian.ru/sale/flat/318426163/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
45 039 999 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;улица Челюскина, 10;102,6;11;19;4;https://spb.cian.ru/sale/flat/327232087/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 648 150 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Невская Губа тер., 4 уч;52,85;3;17;2;https://spb.cian.ru/sale/flat/327202137/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 500 000 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;проспект Большевиков, 22К1;40;14;16;1;https://spb.cian.ru/sale/flat/322021223/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
29 220 654 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;70,62;2;11;3;https://spb.cian.ru/sale/flat/325667552/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 060 835 ₽;Санкт-Петербург;р-н Красносельский;Юго-Запад;м. Юго-Западная;Морская миля ЖК;22,33;4;23;Студия;https://spb.cian.ru/sale/flat/318140973/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
18 751 500 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;улица Коли Томчака, 21Д;40,5;4;12;1;https://spb.cian.ru/sale/flat/326096589/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
51 367 914 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;11-я Васильевского острова линия, 56;136,6;2;7;3;https://spb.cian.ru/sale/flat/325166603/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
59 692 952 ₽;Санкт-Петербург;р-н Адмиралтейский;Коломна;м. Садовая;набережная Реки Пряжки;78,1;8;9;2;https://spb.cian.ru/sale/flat/324442298/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 595 330 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;61,09;2;11;2;https://spb.cian.ru/sale/flat/325667559/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 887 608 ₽;Санкт-Петербург;р-н Калининский;Финляндский;м. Лесная;Полюстрово тер., Б15 жилой квартал;25,07;3;17;Студия;https://spb.cian.ru/sale/flat/319859514/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
112 982 997 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;110,68;6;8;3;https://spb.cian.ru/sale/flat/323514059/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
22 708 114 ₽;Санкт-Петербург;р-н Московский;Звёздное;м. Звездная;Московское шоссе, 13ВА;58,88;7;17;2;https://spb.cian.ru/sale/flat/322620795/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
46 584 491 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;100,14;6;9;3;https://spb.cian.ru/sale/flat/325558737/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
85 030 637 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;13-я Васильевского острова линия, 50;159,3;2;7;4;https://spb.cian.ru/sale/flat/290200438/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 809 700 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;54,4;2;11;2;https://spb.cian.ru/sale/flat/325667545/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
24 390 288 ₽;Санкт-Петербург;р-н Выборгский;мкр. Парголово;Парнас;м. Парнас, дорога Ольгинская, 3/20;128,1;4;23;4;https://spb.cian.ru/sale/flat/303270557/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;25,57;6;8;Студия;https://spb.cian.ru/sale/flat/326566729/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 865 050 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;Приморское шоссе;570Л;22,6;8;12;Студия;https://spb.cian.ru/sale/flat/309824156/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
32 651 500 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;17 линия ЖК;83,79;2;10;3;https://spb.cian.ru/sale/flat/323387563/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
22 524 574 ₽;Санкт-Петербург;р-н Невский;Невский;м. Улица Дыбенко;улица Архивная, 3к1;96,98;14;17;4;https://spb.cian.ru/sale/flat/323423019/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
74 551 226 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;106,96;6;9;3;https://spb.cian.ru/sale/flat/323514125/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 361 899 ₽;Санкт-Петербург;р-н Приморский;Комендантский аэродром;м. Пионерская;;21,79;14;23;Студия;https://spb.cian.ru/sale/flat/326449702/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
50 337 932 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;79,98;3;9;2;https://spb.cian.ru/sale/flat/323514098/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 282 520 ₽;Санкт-Петербург;р-н Выборгский;мкр. Парголово;Парнас;м. Парнас, дорога Ольгинская, 3/20;84,2;23;23;2;https://spb.cian.ru/sale/flat/305075548/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
32 651 500 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;17 линия ЖК;83,79;2;10;3;https://spb.cian.ru/sale/flat/323387563/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 680 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;78,29;7;16;3;https://spb.cian.ru/sale/flat/326828773/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
50 337 932 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;79,98;3;9;2;https://spb.cian.ru/sale/flat/323514098/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
26 800 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;69,81;3;16;1;https://spb.cian.ru/sale/flat/316603061/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
22 862 502 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;42,96;5;11;1;https://spb.cian.ru/sale/flat/326300670/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 800 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;29,1;12;15;Студия;https://spb.cian.ru/sale/flat/326828757/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
34 824 435 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;17 линия ЖК, 6Б;87,07;2;10;3;https://spb.cian.ru/sale/flat/323388220/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 598 947 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;дорога Цитадельская;;36,6;3;4;1;https://spb.cian.ru/sale/flat/315710131/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 919 750 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;33,94;6;9;Студия;https://spb.cian.ru/sale/flat/325558654/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 781 658 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к3;41,85;2;10;1;https://spb.cian.ru/sale/flat/326399272/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
28 976 271 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;62,51;4;9;2;https://spb.cian.ru/sale/flat/325558688/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
49 173 003 ₽;Санкт-Петербург;р-н Красногвардейский;Большая Охта;м. Новочеркасская;Магнифика ЖК;88,6;11;14;3;https://spb.cian.ru/sale/flat/327195205/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 470 680 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;17 линия ЖК;34,45;2;10;1;https://spb.cian.ru/sale/flat/323387958/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 120 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;64,73;6;10;2;https://spb.cian.ru/sale/flat/326828728/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
65 371 904 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;88,84;1;9;3;https://spb.cian.ru/sale/flat/323514180/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
30 760 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;92,27;6;9;2;https://spb.cian.ru/sale/flat/324775981/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 213 282 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;29,38;5;11;Студия;https://spb.cian.ru/sale/flat/326300634/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 158 404 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к1;44,21;4;10;1;https://spb.cian.ru/sale/flat/326400195/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
36 276 561 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;48,13;3;9;1;https://spb.cian.ru/sale/flat/323514169/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 020 420 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к1;45,37;5;10;1;https://spb.cian.ru/sale/flat/326400213/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
40 325 900 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;Кривоносовская улица;57;90,62;4;4;3;https://spb.cian.ru/sale/flat/311782767/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
22 884 451 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к1;64,34;6;10;2;https://spb.cian.ru/sale/flat/326400407/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
